Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,lead_purchase_eligible,latest_approved_review_created_at
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2730390,NA,/companies/2730390-eloi-s-electric-refrigeration?searched_category_id=348&service_area=1743594,NA,eloi-s-electric-refrigeration,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1793442,Eloi's Electric & Refrigeration,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1743594,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2663115,NA,/companies/2663115-armstrong-electric?searched_category_id=348&service_area=1676319,NA,armstrong-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1726167,Armstrong Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1676319,0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2724267,NA,/companies/2724267-industrial-motors-north-bay-ltd?searched_category_id=348&service_area=1737471,NA,industrial-motors-north-bay-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1787319,Industrial Motors (North Bay) Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1737471,0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2726286,NA,/companies/2726286-canelec-manufacturing-development-inc?searched_category_id=348&service_area=1739490,NA,canelec-manufacturing-development-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1789338,Canelec Manufacturing & Development Inc,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1739490,0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2741284,NA,/companies/2741284-w-s-b-sales?searched_category_id=348&service_area=1754488,NA,w-s-b-sales,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1804336,W S B Sales,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1754488,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2730197,NA,/companies/2730197-electratek-sales-ltd?searched_category_id=348&service_area=1743401,NA,electratek-sales-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1793249,Electratek Sales Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1743401,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2723822,NA,/companies/2723822-gateway-electric-motors?searched_category_id=348&service_area=1737026,NA,gateway-electric-motors,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1786874,Gateway Electric Motors,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1737026,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2719645,NA,/companies/2719645-smirle-s-electric-co?searched_category_id=348&service_area=1732849,NA,smirle-s-electric-co,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1782697,Smirle's Electric Co,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1732849,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2717419,NA,/companies/2717419-pruneau-paul-electrical-maintenance?searched_category_id=348&service_area=1730623,NA,pruneau-paul-electrical-maintenance,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1780471,Pruneau Paul Electrical & Maintenance,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1730623,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2724201,NA,/companies/2724201-noront-armature-service-ltd?searched_category_id=348&service_area=1737405,NA,noront-armature-service-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1787253,Noront Armature Service Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1737405,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2675786,NA,/companies/2675786-curran-electric-services?searched_category_id=348&service_area=1688990,NA,curran-electric-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1738838,Curran Electric Services,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1688990,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2690938,NA,/companies/2690938-bob-s-electrical?searched_category_id=348&service_area=1704142,NA,bob-s-electrical,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1753990,Bob's Electrical,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1704142,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2703655,NA,/companies/2703655-fairbarn-electric?searched_category_id=348&service_area=1716859,NA,fairbarn-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1766707,Fairbarn Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1716859,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2574015,NA,/companies/2574015-dom-s-electric?searched_category_id=348&service_area=1587219,NA,dom-s-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1637067,Dom's Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1587219,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2729529,NA,/companies/2729529-dixon-electric?searched_category_id=348&service_area=1742733,NA,dixon-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1792581,Dixon Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1742733,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2684731,NA,/companies/2684731-amtech-electric-amber?searched_category_id=348&service_area=1697935,NA,amtech-electric-amber,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1747783,Amtech Electric (Amber),0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1697935,-1.0,348,NA,NA,FALSE,NA
https://homestars.com/on/north-bay/electricians,33,"c(""https://homestars.com/on/north-bay/electricians?&page=2&"", ""https://homestars.com/on/north-bay/electricians?&page=3&"", ""https://homestars.com/on/north-bay/electricians?&page=4&"")",Electricians,2665945,NA,/companies/2665945-westburne-ruddy-electric?searched_category_id=348&service_area=1679149,NA,westburne-ruddy-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1728997,Westburne Ruddy Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1679149,-1.0,348,NA,NA,FALSE,NA
