Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,subdomain,completion_percent_cache,secret
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2720864,NA,/companies/2720864-construction-marc-belanger-inc?searched_category_id=321&service_area=1734068,NA,construction-marc-belanger-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1783916,Construction Marc B,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1734068,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2700536,NA,/companies/2700536-materiaux-3-plus-2-ltee?searched_category_id=321&service_area=1713740,NA,materiaux-3-plus-2-ltee,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1763588,Mat,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1713740,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2751446,NA,/companies/2751446-log-homes-furniture?searched_category_id=321&service_area=1764650,NA,log-homes-furniture,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1814498,Log Homes & Furniture,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1764650,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2732322,NA,/companies/2732322-gestion-forestire-abitibi-inc?searched_category_id=321&service_area=1745526,NA,gestion-forestire-abitibi-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1795374,Gestion Foresti,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1745526,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2962515,https://primocon.ca/,/companies/2962515-primocon?searched_category_id=321&service_area=2267569,"Primo Contracting is a full-service luxury custom home builder and general contractor with over 20 years of experience, proudly serving Toronto, the GTA and most of South and Central Ontario in both the residential and commercial sectors.

Our company was founded and has had the privilege of serving hundreds of discerning clients based on the quality of our service, the craftsmanship that goes into every project and our unwavering responsiveness to the individual needs of each and every one of them.

Our clients demand transparency and honesty throughout the process so our proposals are clear, precise and competitive. It also means that we take on the full responsibility of the project, including the inherent stress and challenges that need to be managed along the way, because life is not perfect, it’s a challenge that we welcome and take on whenever, wherever it presents itself. We are fully insured and provide full warranties for all of our work, so that you are confident in our ability to deliver on time, on budget and with a result that you will enjoy for many years to come. All of our talented resources make safety and order a priority in everything they do, to promote a smooth process throughout.",primocon,2021-12-15T00:45:49.000-05:00,NA,NA,NA,"Bauformat Kitchen (Germany)
Leicht Kitchen (Germany)","New Custom Homes
Home Renovation
Home Additions
Design + Build
Project MGMT
Kitchen Remodel",,"High End High Quality Custom Homes
Design Builds
Home Additions",2001,12,"Cheque, Credit Card, Cash",,,,TRUE,FALSE,,,TRUE,FALSE,,2024471,Primocon,40,24,10,9.91667,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,FALSE,0,0,11,FALSE,TRUE,NA,TRUE,TRUE,2267569,97.7765508426,321,NA,NA,2021-12-15T01:03:49.000-05:00,,0,1792999219b614c835ceb086b4d0409a6ade5ea4
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2896573,http://www.jiihomes.com/,/companies/2896573-jii-fine-homes?searched_category_id=321&service_area=2122056,"As an innovative, creative new home builder, JII FINE HOMES has redefined the experience of luxury home living for families who dream only the best. The company’s President, Jim has been actively involved for 20 years in all facets of marketing residential, multi-residential and commercial properties. Noting a lack of high-quality homes being built for discerning clients who wanted something above the ordinary, Jim has raised the bar when it comes to the creation of custom-designed luxury residences exuding architectural excellence and inspiring, spacious interiors.

JII Home Improvement is committed to creating your dream home. From something cozy, economic, and yet good looking with luxurious qualities to two story houses and large mansions, we will build it for you. Our teams of reputable builders and craftsmen turn your dream home to a reality. A place to build and have good memories for generations! We know what you need to obtain a building permit for your property. Our knowledge and know how will ensure your peace of mind.

For clients who already own a property but have not begun the design process, JII can help you design your dream home. Distinctive architectural plans, each with leading edge technologies and exquisite features are synonymous with JII FINE HOMES. 

Trust JII to build your next home or major renovation. JII renovations and additions can include architectural and interior design, obtaining all municipal approvals and scheduling contractors and trades to ensure a seamless transformation from old to new. ",jii-fine-homes,2017-04-29T07:44:50.000-04:00,NA,NA,NA,,"DESIGN / BUILD, MAJOR RENOVATION & ADDITIONS, PROJECT MANAGEMENT, CUSTOM BUILT HOMES, REAL ESTATE, BUILDING PERMIT, CONSTRUCTION, KITCHEN RENOVATION, BATHROOM RENOVATION, BASEMENT RENOVATION, HOME RENOVATION, ARCHITECTS ",,"Custom Home Builds, Architects, Renovations ",NA,NA,"Financing, Cheque, Cash, E-Transfer, ",,,,TRUE,FALSE,,,TRUE,FALSE,"Yes, please ask for more details",1958997,Jii Fine Homes ,27,22,33,9.95455,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,32,FALSE,TRUE,2020-08-18T17:46:10.000-04:00,TRUE,TRUE,2122056,98.5584780104,321,NA,NA,2017-04-29T07:45:46.000-04:00,jiihomes,0,3d6e5082d9b8d0999eb3a0782b6aa8eb089aefa3
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2923013,,/companies/2923013-elite-design-and-renovation?searched_category_id=321&service_area=2179312,"At ELITE we offer a superior design/build service for our clients that they can feel 100% safe and confident in. 

FULL END TO END SERVICES PROVIDED BY OUR IN-HOUSE TEAMS:

With the strength of our in-house design team we are able to take any wish list and implement it into the perfect design plan! 
Our in-house architectural team will then help navigate the laws and regulations to get you the proper permits to legalize the renovations, so no hiccups and delays can occur during the process! Our fully insured and license experience contractors will be able to take the design plan and turn it into a REALITY!

CONTACT US IF YOU HAVE ANY QUESTIONS!

ELITE 


",elite-design-and-renovation,2018-10-20T21:11:59.000-04:00,NA,NA,NA,,"Renovation & Construction, Interior Design, Architectural Services , Custom Millwork Design, Furnishing & Decorating.",,,NA,NA,"Cash, Cheque, Visa & Mastercard, Etransfer ",,"WSIB, Plumbing, Electrical",,TRUE,FALSE,,,TRUE,FALSE,"Yes, ask for details. ",1985187,Elite Design And Renovation,6,6,98,10,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,FALSE,0,0,100,FALSE,TRUE,NA,TRUE,TRUE,2179312,73.699424227,321,NA,NA,2018-10-20T21:12:55.000-04:00,,0,4cf87c91959905f9c664ed0c39ba42405d8ff596
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2923913,http://www.armexhomes.com,/companies/2923913-armex-homes?searched_category_id=321&service_area=2181234,"Armex Homes has been building custom homes for over a decade. We are a family owned business and have in house general contractors, framers and carpenters. With years of experience in the home building and framing industry, we are able to provide exceptional service through our client care team. We take pride in exceeding your expectations with customer service and professionalism. If you're looking to build a home with Feng Shui in mind, give us a call. ",armex-homes,2018-11-08T20:19:06.000-05:00,NA,NA,NA,,,,,2010,20,Cheque/Cash/Credit,,,,FALSE,FALSE,,,TRUE,FALSE,,1986087,Armex Homes,16,12,33,10,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,Framing, carpentry, carpenter, building a house, house building, house designs, home designs, house plan, design house, house design, how to build a house. build a house, building plans, houseplans, home builders in, building house, house building plans, house builders, construction of house, house construction, building homes, design homes, modular home, house builder, homebuilders,Carpenters, interior framing, ,",0,FALSE,0,0,37,FALSE,TRUE,2018-11-28T16:59:52.000-05:00,TRUE,TRUE,2181234,87.7005636124,321,NA,NA,2018-11-08T20:20:14.000-05:00,NA,0,3692734bf2bba209f1d43e408674c80117f585c0
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2895024,http://www.artycons.com/,/companies/2895024-artycon-custom-construction?searched_category_id=321&service_area=2117776,"QUALITY IS A WAY OF LIFE:

Inputting over 20 years of experience into the field of construction, Artycon has become recognized as one of the leading Custom Construction Firm. Innovative techniques, customized planning, and impeccable service have allowed us to skyrocket to success and maintain a strong and loyal clientele.We have the passion for creating and building your dream project. We care about maximum efficiency and love to see satisfied client. 

Our Strategy: 

Providing authentic and mindful construction plan along with 100% customized design for each client has been and always will be the number one priority for Artycon Custom Construction . A commitment to extensive documentation and archiving of past projects, along with progressive sourcing and implementation allows us to be exceptional in providing client with top of the experience.

Why Choose US: 

We Love What We Do-
We have the passion for creating and building your dream project. We care about maximum efficiency and love to see satisfied client.

We Truly Care-
The right care can ensure the success of any projects. We believe in partnership & trust and work with you to create a great space. 

Our Promise to You-
We have an unwavering philosophy of caring for our project and our customer's perspectives in order to accomplish the best quality project to grantee your satisfaction. 

Trust-
Our relationship with our clients, professional partners, and subcontractors has transparency. With complete honesty from the start, there is a neutral base to work from. Our foundation is to build a trusting relationship, leading to many successful endeavors together.  

Our Team-

Over the years, we have built solid relationships within the construction industry and our team are highly competent to provide professional services to our customer and clients in the industry from architects, interior designers to specialized trades like Concrete worker, Carpenter, Dry-Waller, Taper/Plasterer, Electricians, Plumbers, HVAC, Painter, Landscapers etc. We are confident these working relationships have helped us to provide our customers with the best quality services for your projects.

We are fully insured and we make sure to use the right procedures to protect you and your property. 

Additionally, we strive to maintain a clean job site and will take necessary steps to keep disruptions to you and your home to a minimum. 

Call us today, and see what our commitment to quality is all about! We may not be related, but you’ll feel like we’re family. 

http://www.artycons.com/ 
info@artycons.com
(416)900-3563
",artycon-custom-construction,2017-03-14T10:39:23.000-04:00,NA,NA,NA,,"- Design and Build
- Additions
- Full Renovation
- Bath Room Renovation
- Kitchen Renovation
- Basement Finishing
- Construction of walk out 
- Interior Waterproofing
- Exterior Waterproofing
- Concrete Pads
- Brick and Stone 
- Drywall
- Tape / Plastering
- Carpentry
- Electrical (subcontracted)
- Plumbing (subcontracted)
- Flooring
- Mill Work
- Painting ",,,NA,NA,,,,,TRUE,TRUE,,,TRUE,FALSE,,1957448,Artycon Custom Construction,29,27,59,9.74074,"Basement Renovation, Basement renovation, Basement remodeling, Basement remodelling, renovating your basement, renovation, waterproofing, remodeling, home renovation, house renovation, water in basement, basement waterproofing,finishing basement, moistureproof, remodeling the house, caulking,Home Additions, General contractor, home improvement, building addition, home expansion, house expansion, house building, plans house, house plans from, plans for house, the house plans, house plans, renovation, in house design, home plans house, home house plans, house home plans, house plans home, remodeling, house plans and designs, designs house plans, house designs plans, house plans designs, home plans and designs, home designs plans, floor plans, house build, renovations, plans for building, kitchen cabinets, remodel, kitchen design, house plans for building, house plans building, ,Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,Design/Project Management, Drafters, Drafting, Project Management, Building, General Contracting, Renovation Management, Project Manager, Design Management.,Design/Build, Contracting, Renovation, Remodeling, Restoration, Project Management, Renovation Assistance, Reno Management, architect, architects, design build, build & design, design and build, build by design, design to build. building construction, building a house, house designs, house plans, home designs, house plan, how to design a house, design house, house design, remodeling, building and design, design for building, design building, building by design, a building design, design of building, building design, design a building, building & design,  playsets, playground, wooden playset, wooden playground, play set, ,",0,FALSE,0,0,66,FALSE,TRUE,2019-06-18T11:00:01.000-04:00,TRUE,TRUE,2117776,96.8566234467,321,NA,NA,NA,artycons,0,1fa1f5e3e2f0177f041e8b6007ba85bbe15ec066
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2776556,,/companies/2776556-tribute-communities?searched_category_id=321&service_area=1828914,"Founded over 25 years ago, Tribute Communities is a leading builder of new homes and condominiums with a mission to create distinctive, visionary communities. Our exquisite lowrise communities are enhanced by natural beauty, old-world charm and a friendly ambience. Streetscapes present a fresh, bright appeal, with heritage touches that celebrate the past. Our condominiums are vibrant expressions of urban style, with iconic architecture, sophisticated designs and spectacular amenities. Whether living in a signature Tribute single family home or an elegant Tribute condominium, our customers can be sure of one thing: their home has been built by passionate people who truly care about bringing dreams to life.

",tribute-communities,2009-10-11T08:38:44.000-04:00,NA,GTA ,"8:30am-5:00pm, Monday-Friday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1839608,Tribute Communities,91,75,0,8.54667,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,TRUE,2018-05-16T16:42:34.000-04:00,TRUE,FALSE,1828914,87.9424905304,321,NA,NA,2014-07-21T16:35:12.000-04:00,NA,NA,0864250243eb7075d2a06b9fbfe1f30b8dcf1776
