Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache,latest_approved_review_created_at
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2630413,NA,/companies/2630413-collteck-computers?searched_category_id=335&service_area=1643617,NA,collteck-computers,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1693465,Collteck Computers,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1643617,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2652548,NA,/companies/2652548-jonathan-s-computer-repair?searched_category_id=335&service_area=1665752,NA,jonathan-s-computer-repair,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1715600,Jonathan's Computer Repair,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1665752,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2770977,NA,/companies/2770977-computer-guy-the?searched_category_id=335&service_area=1784181,NA,computer-guy-the,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1834029,Computer Guy The,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1784181,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2670244,NA,/companies/2670244-shoreline-business-machines?searched_category_id=335&service_area=1683448,NA,shoreline-business-machines,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1733296,Shoreline Business Machines,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1683448,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2623442,NA,/companies/2623442-bamworks-computer-solutions?searched_category_id=335&service_area=1636646,NA,bamworks-computer-solutions,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1686494,BAMWORKS COMPUTER SOLUTIONS,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1636646,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2616375,NA,/companies/2616375-a1-laptop-repairs?searched_category_id=335&service_area=1629579,NA,a1-laptop-repairs,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1679427,A1 Laptop Repairs,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1629579,0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2616381,NA,/companies/2616381-aardvark-computer-solutions?searched_category_id=335&service_area=1629585,NA,aardvark-computer-solutions,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1679433,Aardvark Computer Solutions,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1629585,0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2628173,NA,/companies/2628173-century-computer?searched_category_id=335&service_area=1641377,NA,century-computer,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1691225,Century Computer,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1641377,0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2661198,NA,/companies/2661198-nexus-computers?searched_category_id=335&service_area=1674402,NA,nexus-computers,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1724250,Nexus Computers,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1674402,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2761836,NA,/companies/2761836-antech-computer-services-inc?searched_category_id=335&service_area=1775040,NA,antech-computer-services-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1824888,Antech Computer Services Inc,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1775040,0,335,NA,NA,NA,NA
