Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,latest_approved_review_created_at
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2568318,NA,/companies/2568318-gallery-double-t-fine-arts-custom-framing?searched_category_id=389&service_area=1581522,NA,gallery-double-t-fine-arts-custom-framing,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1631370,Gallery Double T Fine Arts & Custom Framing,1,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1581522,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2806698,NA,/companies/2806698-interior-intuition?searched_category_id=389&service_area=1874928,NA,interior-intuition,2013-03-03T10:23:13.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1869698,interior intuition,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1874928,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2602382,NA,/companies/2602382-galerie-nouvelle-ltee?searched_category_id=389&service_area=1615586,NA,galerie-nouvelle-ltee,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1665434,Galerie Nouvelle Ltee,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1615586,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2649880,NA,/companies/2649880-harbinger-gallery?searched_category_id=389&service_area=1663084,NA,harbinger-gallery,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1712932,Harbinger Gallery,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1663084,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2587534,NA,/companies/2587534-elemental-interior-design-inc?searched_category_id=389&service_area=1600738,NA,elemental-interior-design-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1650586,Elemental Interior Design Inc,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1600738,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2584520,NA,/companies/2584520-circleworks-studio?searched_category_id=389&service_area=1597724,NA,circleworks-studio,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647572,CircleWorks Studio,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1597724,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2646555,NA,/companies/2646555-musikhaus-studio-of-creativity?searched_category_id=389&service_area=1659759,NA,musikhaus-studio-of-creativity,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1709607,Musikhaus Studio Of Creativity,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1659759,-1.0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2617112,NA,/companies/2617112-artstore-of-waterloo?searched_category_id=389&service_area=1630316,NA,artstore-of-waterloo,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1680164,Artstore of Waterloo,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1630316,0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2630327,NA,/companies/2630327-country-blue?searched_category_id=389&service_area=1643531,NA,country-blue,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1693379,Country Blue,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1643531,0,389,NA,NA,NA,NA
https://homestars.com/on/kitchener-waterloo/interior-decorators,29,"c(""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=2&"", ""https://homestars.com/on/kitchener-waterloo/interior-decorators?&page=3&"")",Interior Decorators,2766501,NA,/companies/2766501-principle-elements?searched_category_id=389&service_area=1779705,NA,principle-elements,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1829553,Principle Elements,0,0,0,NA,"Interior Decorators, Home Decorators, Holiday Decorators, decorating, what is interior design, about interior design, house designs, interiors, designer interior, interior designer, house design, decorating ideas, interiordesign, designers interior, interior designers, la interior designers, decoration interior, interior decoration, room design, design a room, kitchen cabinets, interior decoration design, interior design decoration, interior design and decoration, interior decoration and design, decorating interior, what is interior decorating, about interior decorating, interior decorating, decorator, decorators, house decor, home furnishings, in home furnishings, decoration ideas, house decorating, home decorating, kitchen design, interior decorating design, interior design and decorating, interior decorating and design, home furnishings, interior home, home interior, home accessories, house interior, interior decorator, interior decorator in, and interior decorator, decorator interior, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1779705,-1.0,389,NA,NA,NA,NA
